```csv
SakaID,SakaMetni,TepkiMetinleri,Kategori,AltKategori,Dil,UygunlukFiltresi
J469,"Hangi nehrin suyu acıdır?","[""Hangisinin?"", ""Acı-göl nehri.""," ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J470,"Altın besin geldi mi?","[""Geldi!""," ""Zenginlik zamanı!""," ""Parlak enerji.""]",Rituel,Sim_Ozel,TR,Genel
J471,"En çok hangi ilimizde göl vardır?","[""Hangisinde?"", ""Göl-cük.""," ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J472,"Hangi elma yenmez?","[""Hangisi?"", ""El-alem ne der.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J473,"Hangi kuş uçamaz?","[""Hangisi?"", ""Devekuşu.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J474,"Hangi sözle yola çıkmak en güvenlidir?","[""Hangisiyle?"", ""Besmeleyle.""," ""Felsefi.""]",Felsefi_Mizah,,TR,Genel
J475,"Hangi fil koşmaz?","[""Hangisi?"", ""Satranç fili.""," ""Çapraz gider.""]",Soguk_Espri,,TR,Genel
J476,"En çok hangi ilimizde yağmur yağar?","[""Hangisinde?"", ""Yağmur-dere.""," ""Doğru.""]",Kelime_Oyunu,,TR,Genel
J477,"Hangi gölün suyu tatlıdır?","[""Hangisinin?"", ""Tatlı-göl.""," ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J478,"En çok hangi hayvanın kuyruğu ağrımaz?","[""Hangisinin?"", ""Tavuğun (kısa olduğu için).""," ""Kuyruğu yok ki.""]",Soguk_Espri,,TR,Genel
J479,"Hangi kalede asker olmaz?","[""Hangisinde?"", ""Pamukkale'de.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J480,"En çok hangi ilimizde tepe vardır?","[""Hangisinde?"", ""Tepe-cik.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J481,"Hangi yılda 367 gün vardır?","[""Hangisinde?"", ""Hiçbirinde (artık yıllar 366)."," ""Doğru.""]",Soguk_Espri,,TR,Genel
J482,"En çok hangi hayvanın dili güzel değildir?","[""Hangisinin?"", ""Yılanın (çatallı).""," ""Tıs tıs.""]",Soguk_Espri,,TR,Genel
J483,"Hangi denizde gemi batmaz?","[""Hangisinde?"", ""Kum denizinde.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J484,"En çok hangi ilimizde bağ vardır?","[""Hangisinde?"", ""Bağ-cılar.""," ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J485,"Hangi kuzunun sesi yoktur?","[""Hangisinin?"", ""Sessiz kuzu.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J486,"En çok hangi hayvanın dişi büyüktür?","[""Hangisinin?"", ""Filin.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J487,"Hangi suda trafik olmaz?","[""Hangisinde?"", ""Durgun suda.""," ""Genellikle.""]",Soguk_Espri,,TR,Genel
J488,"Hangi gölde su kurur?","[""Hangisinde?"", ""Kuruyan gölde.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J489,"En çok hangi ilimizde şeftali yetişir?","[""Hangisinde?"", ""Bursa.""," ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J490,"Hangi günde en az saat vardır?","[""Hangisinde?"", ""Saatlerin geri alındığı gün (23 saat)."," ""Doğru.""]",Soguk_Espri,,TR,Genel
J491,"En çok hangi hayvanın sırtı kalındır?","[""Hangisinin?"", ""Kaplumbağanın.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J492,"Hangi bardakta çay içilmez?","[""Hangisinde?"", ""Su bardağında (ince belli olmalı).""," ""Bu kara mizahtı.""]",Kara_Mizah,Gelenek,TR,Kara_Mizah_Seviye1
J493,"En çok hangi ilimizde zeytin yetişir?","[""Hangisinde?"", ""Ege Bölgesi.""," ""Bu da gerçek.""]",Soguk_Espri,,TR,Genel
J494,"Hangi sarayın kapısı yoktur?","[""Hangisinin?"", ""Buzdan sarayın.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J495,"En çok hangi hayvanın yünü dökülür?","[""Hangisinin?"", ""Yün-döken koyun.""," ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J496,"Hangi sevgide çıkar yoktur?","[""Hangisinde?"", ""Anne sevgisinde.""," ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J497,"En çok hangi ilimizde kahve içilir?","[""Hangisinde?"", ""Her ilde.""," ""Bu da doğru.""]",Soguk_Espri,,TR,Genel
J498,"Hangi yatakta uyunmaz?","[""Hangisinde?"", ""Gül yatağında (dikenleri batar).""," ""Doğru.""]",Kara_Mizah,Romantizm,TR,Kara_Mizah_Seviye1
J499,"En çok hangi hayvanın adı uzundur?","[""Hangisinin?"", ""Karıncayiyen.""," ""Uzun isim.""]",Soguk_Espri,,TR,Genel
J500,"Hangi trende yolcu gitmez?","[""Hangisinde?"", ""Oyuncak trende.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J501,"En çok hangi ilimizde incir yetişir?","[""Hangisinde?"", ""Aydın.""," ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J502,"Hangi ormanda ağaç kesilmez?","[""Hangisinden?"", ""Milli Park ormanından.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J503,"En çok hangi hayvanın boynuzu kırıktır?","[""Hangisinin?"", ""Kırık boynuzlu keçinin.""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J504,"Hangi sofrada yemek yenmez?","[""Hangisinde?"", ""Poker masasında.""," ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J505,"En çok hangi ilimizde portakal yetişir?","[""Hangisinde?"", ""Antalya, Mersin.""," ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J506,"Adamın biri varmış, on katlı binadan atlamış ölmemiş, neden?","[""Neden?""," ""Çünkü adamın soyadı 'Uçar'mış, uçarak inmiş.""," ""Bu çok kötüydü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J507,"Hangi şirkette işler hiç ilerlemez?","[""Hangisinde?"", ""İflas etmiş şirkette.""," ""Bu kara mizahtı.""]",Kara_Mizah,Ekonomi,TR,Kara_Mizah_Seviye2
J508,"Arşimet neden 'Evreka!' diye bağırdı?","[""Neden?""," ""Çünkü banyoda anahtarını bulmuştu.""," ""Bu iyiydi!""]",Bilimsel_Espri,Fizik,TR,Genel
J509,"En çok ağlayan organ hangisidir?","[""Hangisi?"", ""Göz.""," ""Gözyaşı.""]",Soguk_Espri,,TR,Genel
J510,"Adamın biri o kadar meraklıymış ki, komşusunun evini gözetlemiş.","[""Neden?""," ""Merakını gidermek için.""," ""Garip bir yöntem.""]",Absurt_Mizah,,TR,Genel
J511,"Neden nötron arkadaş canlısıydı?","[""Çünkü yüksüzdü, kimseyi itmiyordu!""," ""Anlamadım ama komik?""," ""Fizikçiler anlar!""]",Bilimsel_Espri,Fizik,TR,Genel
J512,"Adamın biri koşmuş, maratona katılmışlar.","[""Hahaha!""," ""Bu çok soğuktu!""," ""İğrenç bir espri.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J513,"Vur davulcu vur!","[""Oyna oyna oyna!""," ""Davulcu iyidir!""," ""Yine mi bu?""]",Rituel,Sim_Ozel,TR,Genel
J514,"Komşum sonunda ideal kilosuna ulaştı: 1 kilo, vazosu dahil.","[""Bu biraz ağır oldu.""," ""Kara mizah severim!""," ""Hiç komik değil.""]",Kara_Mizah,Olum,TR,Kara_Mizah_Seviye2
J515,"Ben ayran içiyorum, Ferdi Tayfur.","[""Zekice!""," ""Kelime oyunu mu bu?""," ""Güzeldi!""]",Kelime_Oyunu,,TR,Genel
J516,"Köpekler neden dünyayı istila etmiyor?","[""Neden?""," ""Çünkü kemiklerini saklamakla meşguller.""," ""Mantıklı geldi.""]",Absurt_Mizah,,TR,Genel
J517,"Temel bir gün Japonya'ya gitmiş. 'Ula burası da mı suşi dolu?' demiş.","[""Klasik Temel fıkrası.""," ""Hahaha!""," ""?""]",Bolgesel_Fikra,Temel,TR,Genel
J518,"Geçen gün bir film izledim, hala aklımda.","[""Offf!""," ""Baba şakası alarmı!""," ""Güldüm, ne yalan söyleyeyim.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J519,"İki öğretmen karşılaşmış, biri diğerine 'Naber hocam, ders programın nasıl?' demiş.","[""Öğretmenler anlar.""," ""Çok komik!""," ""Sadece biz güleriz buna.""]",Mesleki_Espri,Egitim,TR,Genel
J520,"İki su molekülü kaynaşmış. Biri 'Artık daha güçlüyüz!' demiş. Diğeri 'Evet, hidrojen bağımız kuvvetli!'","[""Bu iyiydi!""," ""Kimya dersi gibi.""," ""Bilimsel ve komik!""]",Bilimsel_Espri,Kimya,TR,Genel
J521,"Seni görünce aklım yen, kalbim won.","[""Asyalı bir aşk.""," ""Hahaha!""," ""Çok kötüydü!""]",Soguk_Espri,,TR,Genel
J522,"Sana bir tatlılık yapayım, lokumlarını yersin.","[""Bu çok eski.""," ""Ayıp ama komik.""," ""Yine mi bu?""]",Kelime_Oyunu,,TR,Genel
J523,"Hasta: 'Doktor bey, kendimi bir kuş gibi hissediyorum.' Doktor: 'Uçabiliyor musunuz?' Hasta: 'Hayır, ama sürekli cıvıldıyorum.'","[""Acı ama gerçekçi.""," ""Kara mizahın dibi.""," ""Gülsem mi ağlasam mı?""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J524,"Parlak besin geldi mi?","[""Sonunda!""," ""Paylaşalım mı?""," ""Bütün gün bunu bekledim.""]",Rituel,Sim_Ozel,TR,Genel
J525,"Moralim bozuk. -Moral kim?","[""Lütfen yapma bunu.""," ""Klasik baba şakası.""," ""Düştüm bu espriye.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J526,"Neon bir diskoya gitmiş, bütün gece parlamış. Çünkü o bir aydınlatıcı gazmış.","[""Parlak bir tepki.""," ""Anlayan anladı.""," ""Harika!""]",Bilimsel_Espri,Kimya,TR,Genel
J527,"Robotlar neden evlenmez?","[""Neden?""," ""Çünkü duygusal devreleri yok.""," ""Bu biraz mantıklı.""]",Mustehcen,,TR,Hafif_Mustehcen
J528,"Kanuni Sultan Süleyman neden sefere çıkmış?","[""Bilmiyorum, neden?""," ""Evde canı sıkılmış.""," ""Tarihi bir soğuk espri.""]",Soguk_Espri,Tarih,TR,Genel
J529,"Hoca bir gün bakkala gitmiş. 'Bu peynir ne kadar?' diye sormuş. Bakkal 'Kilosu 20 lira ama sana 15 olur hocam' demiş. Hoca 'O zaman 1 kilo ver de 5 lira borçlu kalayım' demiş.","[""Ya tutarsa!""," ""Ticari zeka.""," ""Nasreddin Hoca klasiği.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J530,"Bir avukat duruşmada sordu: 'Müvekkilim masum mu?' Arkadan bir ses bağırdı: 'Parasına göre!'","[""Meslek hastalığı.""," ""Bu çok iyiydi!""," ""Adalet pahalı.""]",Mesleki_Espri,Hukuk,TR,Genel
J531,"Bir kaktüs neden yeşil tişört giyer?","[""Neden ki?""," ""Çünkü dikenleri batsın istemez.""," ""Absürtlüğün zirvesi!""]",Absurt_Mizah,,TR,Genel
J532,"Politika çok güzel, özellikle de iktidardayken.","[""Bu doğru.""," ""Sarkazm kokusu alıyorum.""," ""Biraz karamsar ama komik.""]",Kara_Mizah,Politik,TR,Kara_Mizah_Seviye1
J533,"Bir daire ile bir çizgi neden hiç arkadaş olamaz?","[""Ne yaparlar?""," ""Çünkü birinin içi var, diğerinin yok; ortak boyutları az.""," ""Matematik ve felsefe bir arada.""]",Bilimsel_Espri,Matematik,TR,Genel
J534,"Adamın biri o kadar yorgunmuş ki, ayakta uyuyakalmış.","[""Yorgunluğun bu kadarı!""," ""Akıllıca.""," ""Hahaha!""]",Soguk_Espri,,TR,Genel
J535,"Kapı zili ne işe yarar?","[""Ne işe yarar?""," ""Kapının açılmasına.""," ""Mantık hatası ama komik.""]",Absurt_Mizah,,TR,Genel
J536,"Denizde hangi örtü kullanılmaz?","[""Dalga örtüsü.""," ""Bunu beklemiyordum.""," ""Soğuk, çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J537,"En sportif sebze hangisidir?","[""Hangisi?""," ""Koş-turp.""," ""Anladım, koş turp...""]",Kelime_Oyunu,,TR,Genel
J538,"Haşlanan yumurtaya ne denir?","[""Hard boiled egg.""," ""Off bu çok kötüydü.""," ""İngilizce bilenler güldü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J539,"Derste on dakika mola dedi, aradım ders çalışıyordu.","[""Ciddi olamazsın.""," ""Güldürdün.""," ""Tam bir baba şakası.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J540,"Pavlov'un köpeği bir bara girer ve girmez zil çalar.","[""Bu çok iyi!""," ""Psikoloji esprisi!""," ""Anlamak için psikolog olmak lazım.""]",Bilimsel_Espri,Psikoloji,TR,Genel
J541,"Bu elma-cık, başka elma yok.","[""Hahaha!""," ""Marka şakası ha?""," ""Zekice düşünülmüş.""]",Kelime_Oyunu,,TR,Genel
J542,"Temel'in en sevdiği hayvan hangisidir?","[""Hangisi?""," ""Hamsi, tabii ki.""," ""Temel yine formunda.""]",Bolgesel_Fikra,Temel,TR,Genel
J543,"Ruslar neden matruşka sever?","[""Neden?""," ""Çünkü 'iç içe' geçmiş bir kültürleri var.""," ""Rusça bilmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J544,"Adamın biri çok zayıfmış, rüzgarda uçmuş.","[""Hahahaha!""," ""Hava durumu esprisi.""," ""Sağlıklı olmak lazım.""]",Soguk_Espri,,TR,Genel
J545,"Neden bazı ağaçlar yaprak döker?","[""Bilmiyorum.""," ""Çünkü sonbahar gelmiştir.""," ""Çok saçma ama güldüm.""]",Absurt_Mizah,,TR,Genel
J546,"Benim neden halam yok?","[""Neden?""," ""Çünkü babamın kız kardeşi yok.""," ""Mantıklı!""]",Soguk_Espri,,TR,Genel
J547,"Bir şüpheci ile bir inançlı arasındaki fark nedir?","[""Nedir?""," ""Şüpheci 'Görmeden inanmam' der, inançlı 'İnanırsan görürsün' der.""," ""Doğru söze ne denir.""]",Felsefi_Mizah,,TR,Genel
J548,"Parmak arası terlikle dolaşan adama ne denir?","[""Ne denir?"", ""Flip-flopçu.""," ""Flip-flop, anladım!""]",Kelime_Oyunu,,TR,Genel
J549,"Japonlar neden suşi sever?","[""Neden?""," ""Çünkü 'raw'k ve 'roll' yaparlar.""," ""Müzik ve yemek bir arada.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J550,"Evrenden geldim, çok büyüktü, her yer yıldız doluydu.","[""Bu çok etkileyiciydi.""," ""Uzay yolculuğu esprisi mi?""," ""Biraz felsefi.""]",Kara_Mizah,Uzay,TR,Kara_Mizah_Seviye1
J551,"Pizzayı neyle yersin?","[""Elle?""," ""Hayır, 'sipariş'ten sonra.""," ""Teşekkürler, çok naziksiniz.""]",Soguk_Espri,,TR,Genel
J552,"En soğuk 7 nedir?","[""Buz-yedi.""," ""Bu dondurdu.""," ""Çok kötü.""]",Soguk_Espri,,TR,Genel
J553,"En konuşkan organ hangisidir?","[""Hangisi?"", ""Dil.""," ""Çünkü dilin kemiği yok deriz.""]",Kelime_Oyunu,,TR,Genel
J554,"Aslan bir zıplar, iki zıplar, üçüncüde ne olur?","[""Düşer mi?"", ""Avını yakalar.""," ""Beklenmedik cevap.""]",Absurt_Mizah,,TR,Genel
J555,"Eflatun enerji içeceği geldi mi?","[""Geldi geldi!""," ""Felsefe zamanı!""," ""Paylaşalım hemen.""]",Rituel,Sim_Ozel,TR,Genel
J556,"Bir casus, bankada ne yapar?","[""Ne yapar?"", ""Gizli hesap açtırır.""," ""Gizemli casus.""]",Soguk_Espri,,TR,Genel
J557,"En müzikal böcek hangisidir?","[""Hangisi?"", ""Cırcır böceği. Çünkü hep şarkı söyler.""," ""Bu doğruydu.""]",Kelime_Oyunu,,TR,Genel
J558,"Adamın kafasına ansiklopedi düşmüş, ne demiş?","[""Ne demiş?"", ""Başımıza bu da mı gelecekti, bilgili bilgili.""," ""Hahaha!""]",Kelime_Oyunu,,TR,Genel
J559,"Telefon neden çalışır?","[""Bilmem."", ""Şarjı var çünkü.""," ""Faturası da ödenmiş mi?""]",Soguk_Espri,,TR,Genel
J560,"Polisler neden üniforma giyer?","[""Neden?"", ""Çünkü görevleri var.""," ""Çok mantıklı!""]",Mesleki_Espri,Guvenlik,TR,Genel
J561,"En enerjik hava hangisidir?","[""Hangisi?"", ""Bol-ero.""," ""Dansöz bir cevap.""]",Kelime_Oyunu,,TR,Genel
J562,"Bir uzaylı sınavı geçemezse ne olur?","[""Ne olur?"", ""Gezegenine geri gönderilir.""," ""Zaten uzaylı değil miydi?""]",Kara_Mizah,Uzayli,TR,Kara_Mizah_Seviye1
J563,"En yamuk burun kimdedir?","[""Boksör?"", ""Hayır, benimki. Çünkü hep yamuk bakarım.""," ""Bu çok kötüydü.""]",Soguk_Espri,,TR,Genel
J564,"En çok çekirdeği olan meyve hangisidir?","[""Hangisi?"", ""Nar. Çünkü içi dışı çekirdek.""," ""Çekirdekli meyve.""]",Kelime_Oyunu,,TR,Genel
J565,"Hangi merhemle yara iyileşmez?","[""Hangisi?"", ""Zift merhemiyle.""," ""Tadını düşünemiyorum.""]",Soguk_Espri,,TR,Genel
J566,"Vezir ölünce şah ne olur?","[""Şah olur?""," ""Hayır, yalnız kalır.""," ""Doğru söze ne denir.""]",Soguk_Espri,,TR,Genel
J567,"En zengin sayı hangisidir?","[""Hangisi?"", ""Milyon. Çünkü onun çok sıfırı var.""," ""Zenginliğe gittik.""]",Kelime_Oyunu,,TR,Genel
J568,"Ayılar neden kış uykusuna yatar?","[""Bilmiyorum."", ""Çünkü yazın çok yorulmuşlardır.""," ""Dinlenme zamanı.""]",Absurt_Mizah,,TR,Genel
J569,"Bir tabut diğerine ne demiş?","[""Ne demiş?"", ""Senin için ne kadar dar?""," ""Bu çok iyiydi!""]",Kara_Mizah,Olum,TR,Kara_Mizah_Seviye1
J570,"Okuyan adama ne denir?","[""Ne denir?"", ""Denmez, rahatsız edilmez.""," ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J571,"En çok indirim yapan kurum hangisidir?","[""Hangisi?"", ""Marketler.""," ""Her hafta yapıyor.""]",Kelime_Oyunu,,TR,Genel
J572,"Hangi araba hem gitmez hem de durmaz?","[""Hangisi?"", ""Bozuk araba.""," ""Tamirciye götür.""]",Soguk_Espri,,TR,Genel
J573,"Temel, kuyumcuya gitmiş. 'Bana bir altın zincir ver' demiş. Kuyumcu 'Kaç ayar olsun?' diye sormuş. Temel: 'Farketmez, gece parlasın yeter.'","[""Ne yapmış?""," ""Temel'in gösteriş merakı.""," ""Temel'in zevkleri.""]",Bolgesel_Fikra,Temel,TR,Genel
J574,"Bir pilot neden hapse girmiş?","[""Neden?""," ""Çünkü birinin uçağını kaçırmış.""," ""Kaçırma o zaman.""]",Mesleki_Espri,Havacilik,TR,Genel
J575,"Camı kıran nedir?","[""Taş?""," ""Hayır, dikkatsizlik.""," ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J576,"En güzel manzara hangi tepeden izlenir?","[""Uludağ'dan?""," ""Keyif tepesinden.""," ""Cevap soruda gizli.""]",Soguk_Espri,,TR,Genel
J577,"Hiçbir rengi olmayan bayrak hangisidir?","[""Hangisi?"", ""Beyaz bayrak (teslimiyet).""," ""Anlamlı bir bayrak.""]",Kelime_Oyunu,,TR,Genel
J578,"Çocuğun biri 'Ben açım' demiş. Annesi de 'Ben de tokum' demiş.","[""?""," ""Bu bir şaka mıydı?""," ""Anlamsız.""]",Absurt_Mizah,,TR,Genel
J579,"Bir biyolog neden marangoz olamaz?","[""Neden?""," ""Çünkü sürekli 'hücreleri' böler.""," ""Bu iyiydi!""]",Mesleki_Espri,Biyoloji,TR,Genel
J580,"En çok 'Gel' diyen ilimiz hangisidir?","[""Hangisi?"", ""Gel-ibolu.""," ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J581,"Adamın biri koşmuş, karısı da antrenör.","[""Hahaha!""," ""Sporcu aile.""," ""Çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J582,"Soğanı nerde doğrarsın?","[""Mutfakta.""," ""Ağrı'da (gözyaşı döktürür).""," ""Çok uzaklara gittik.""]",Kelime_Oyunu,,TR,Genel
J583,"Melekler neden yalan söyleyemez?","[""Neden?""," ""Çünkü hep doğruları uçururlar.""," ""Saf varlıklar.""]",Soguk_Espri,,TR,Genel
J584,"En komik balık hangisidir?","[""Hangisi?"", ""Palyaço balığı. Sürekli güldürür.""," ""Balıkların komedyeni.""]",Absurt_Mizah,,TR,Genel
J585,"Lacivert besin geldi mi?","[""Geldi!""," ""Paylaşım zamanı!""," ""Enerji depolayalım.""]",Rituel,Sim_Ozel,TR,Genel
J586,"Geçen gün bir şarkı patlattım, komşular geldi.","[""Ne oldu?""," ""Polis de oradaydı, gürültüden.""," ""Tehlikeli şarkılar.""]",Soguk_Espri,,TR,Genel
J587,"Bir gökbilimci teleskopla en çok neye sinirlenir?","[""Neye?""," ""Bulutlu havaya.""," ""Gözlem engeli.""]",Mesleki_Espri,Astronomi,TR,Genel
J588,"İki örümcek karşılaşmış. Biri diğerine 'Ağın ne güzelmiş?' demiş. Diğeri 'İpekten yaptım.' demiş.","[""Doğal malzeme.""," ""Komikti.""," ""?""]",Kelime_Oyunu,,TR,Genel
J589,"Nasreddin Hoca bir gün eşeğini kaybetmiş. Türkü söyleyerek arıyormuş. Komşusu sormuş: 'Hocam, eşeğin kayıp, ne bu neşe?' Hoca cevaplamış: 'Ya ben de üstünde olsaydım, o zaman ne yapardım?'","[""Klasik.""," ""Hoca yine haklı.""," ""Mantıklı çözüm.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J590,"Hangi fil hortum kullanmaz?","[""Hangisi?"", ""Oyuncak fil.""," ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J591,"Dört tarafı çölle çevrili vahaya ne denir?","[""Vaha.""," ""Zekice.""," ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J592,"Güneş sistemindeki en sıcak gezegen hangisidir?","[""Hangisi?"", ""Venüs. Çünkü atmosferi yoğun.""," ""Astrolojik espri.""]",Bilimsel_Espri,Astronomi,TR,Genel
J593,"Neden Meksikalılar acı biber yer?","[""Neden?""," ""Çünkü 'fiesta' yapmadan önce enerji toplarlar.""," ""Meksikaca öğrenmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J594,"Adamın biri o kadar cimriymiş ki, kendi gölgesine bile para vermiyormuş.","[""İnanılmaz.""," ""Cimriliğin bu kadarı.""," ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J595,"Çok tembel bir kaplana ne denir?","[""Ne denir?"", ""Kaplan-mış.""," ""Yatmış kaplan.""]",Kelime_Oyunu,,TR,Genel
J596,"Adamın biri sürekli terliyormuş. Neden?","[""Neden?""," ""Çünkü adı Ter-biyesiz'miş.""," ""Bu kötüydü.""]",Soguk_Espri,,TR,Genel
J597,"En komik harf hangisidir?","[""Hangisi?"", ""H. Çünkü hep HaHaHa.""," ""H-ahaha.""]",Kelime_Oyunu,,TR,Genel
J598,"Bir bahçıvanın en sevdiği şarkı nedir?","[""Nedir?"", ""Sula-la. Çünkü çiçekleri sular.""," ""Çiçek-şarkı.""]",Soguk_Espri,,TR,Genel
J599,"Nefesi kokan adama ne denir?","[""Ne denir?"", ""Sarımsak yemiş.""," ""Doğal koku.""]",Kelime_Oyunu,,TR,Genel
J600,"Bir vampir neden asla güneşlenmez?","[""Neden?""," ""Çünkü 'toz' olmak istemez.""," ""Karanlık espri.""]",Kara_Mizah,Vampir,TR,Kara_Mizah_Seviye1
J601,"En romantik çiçek hangisidir?","[""Hangisi?"", ""Aşk-merdiveni.""," ""Çiçekler de sever.""]",Kelime_Oyunu,,TR,Genel
J602,"Okuldaki en kalın kitap hangisidir?","[""Hangisi?"", ""Müdürün disiplin yönetmeliği. Herkesten kalındır.""," ""Eğitim esprisi.""]",Mesleki_Espri,Egitim,TR,Genel
J603,"Adamın biri her gün banyo yapıyormuş ama yine de kirliymiş. Bu adam kimdir?","[""Kimdir?"", ""Baca temizleyicisi.""," ""Mantıklı.""]",Mesleki_Espri,Temizlik,TR,Genel
J604,"Duran arabaya ne denir?","[""Ne denir?"", ""Park etmiş araba denir.""," ""Bu kadar mıydı?""]",Soguk_Espri,,TR,Genel
J605,"En çok ağlayan spor dalı hangisidir?","[""Hangisi?"", ""Boks. Çünkü sürekli yumruk yerler.""," ""Acı dolu spor.""]",Soguk_Espri,,TR,Genel
J606,"Temel, bir sınavda birinciyi geçmiş. Kaçıncı olmuş?","[""Sıfırıncı?""," ""Hayır, yine birinci olmuş, çünkü diğerleri kopya çekmiş.""," ""Mantık hatası.""]",Bolgesel_Fikra,Temel,TR,Genel
J607,"Bir karga neden siyah giyer?","[""Neden?""," ""Çünkü yastadır.""," ""Modayı takip ediyor.""]",Absurt_Mizah,,TR,Genel
J608,"En çok fotoğraf çeken şehir hangisidir?","[""Hangisi?"", ""Foto-kent.""," ""Turistik şehir.""]",Kelime_Oyunu,,TR,Genel
J609,"Adamın biri duvardan atlamış, kendini incitmiş.","[""Nasıl yani?""," ""Duvar yüksekmiş.""," ""Vay canına.""]",Soguk_Espri,,TR,Genel
J610,"Bir e-posta neden hasta olur?","[""Neden?"", ""Çünkü 'spam' kapmıştır.""," ""Geçmiş olsun.""]",Mesleki_Espri,Bilgisayar,TR,Genel
J611,"Benim dedem doktor, senin deden ne? - Benim dedem de doktor, ama o kalpten anlar.","[""Hahaha!""," ""Doktor esprisi.""," ""Bu iyiydi.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J612,"En çok çiçeği olan bitki hangisidir?","[""Hangisi?"", ""Gül. Açıl gülüm açıl.""," ""Aşk çiçeği.""]",Kelime_Oyunu,,TR,Genel
J613,"Serçeler neden 'Cik Cik' der?","[""Neden?""," ""Çünkü 'Moo' deselerdi inek olurlardı.""," ""Doğru.""]",Absurt_Mizah,,TR,Genel
J614,"Tarihteki en lezzetli savaş hangisidir?","[""Hangisi?"", ""Yemek Savaşı.""," ""Böyle bir savaş yok.""]",Soguk_Espri,,TR,Genel
J615,"Bir fitness delisi zombiye ne denir?","[""Ne denir?"", ""'Kasss...' diye inler.""," ""Komikti.""]",Kara_Mizah,Zombi,TR,Kara_Mizah_Seviye1
J616,"En çok çalışan organımız hangisidir?","[""Hangisi?"", ""Kalp.""," ""Basit ve doğru.""]",Soguk_Espri,,TR,Genel
J617,"Adamın eli yanmış, ayağı su toplamış.","[""Bu çok kötüydü.""," ""Sakarlık.""," ""İğrenç.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J618,"Hangi denizde balık tutulmaz?","[""Hangi denizde?""," ""Ateş denizinde.""," ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J619,"En çok gülen hayvan hangisidir?","[""Hangisi?"", ""Sırtlan. Bütün gün güler.""," ""Neşeli hayvan.""]",Kelime_Oyunu,,TR,Genel
J620,"Bir kertenkele diğerine ne demiş?","[""Ne demiş?"", ""Kuyruğum yine koptu.""," ""Yenisi çıkar.""]",Kelime_Oyunu,,TR,Genel
J621,"En çok altını olan ilimiz hangisidir?","[""Hangisi?"", ""Altın-ordu.""," ""Zengin şehir.""]",Kelime_Oyunu,,TR,Genel
J622,"Göller neden tatlıdır?","[""Neden?""," ""Çünkü balıklar 'Şekerim düştü!' demesin diye.""," ""Bu çok zorlamaydı.""]",Soguk_Espri,,TR,Genel
